78.0	45
78.72727272727273	45
79.45454545454545	45
80.18181818181819	45
80.9090909090909	45
81.63636363636364	45
82.36363636363636	45
83.0909090909091	45
83.81818181818181	45
84.54545454545455	45
85.27272727272728	45
86.0	45
86.72727272727272	45
87.45454545454545	45
88.18181818181819	45
88.9090909090909	45
89.63636363636364	45
90.36363636363636	45
91.0909090909091	45
91.81818181818181	45
92.54545454545455	45
93.27272727272728	45
94.0	45
94.72727272727272	45
95.45454545454545	45
96.18181818181819	45
96.9090909090909	45
97.63636363636364	45
98.36363636363636	45
99.0909090909091	45
99.81818181818181	45
100.54545454545455	45
101.27272727272728	45
102.0	45
102.72727272727272	45
103.45454545454545	45
104.18181818181819	45
104.9090909090909	45
105.63636363636364	45
106.36363636363636	45
107.0909090909091	45
107.81818181818181	45
108.54545454545455	45
109.27272727272728	45
110.0	45
110.72727272727272	45
111.45454545454545	45
112.18181818181819	45
112.9090909090909	45
113.63636363636364	45
114.36363636363637	45
115.0909090909091	45
115.81818181818181	45
116.54545454545455	45
117.27272727272728	45
118.0	45
118.72727272727272	45
119.45454545454545	45
120.18181818181819	45
120.9090909090909	45
121.63636363636364	45
122.36363636363637	45
123.0909090909091	45
123.81818181818181	45
124.54545454545455	45
125.27272727272728	45
126.0	45
126.72727272727272	45
127.45454545454545	45
128.1818181818182	45
128.9090909090909	45
129.63636363636363	45
130.36363636363637	45
131.0909090909091	45
131.8181818181818	45
132.54545454545456	45
133.27272727272728	45
134.0	45
134.72727272727272	45
135.45454545454544	45
136.1818181818182	45
136.9090909090909	45
137.63636363636363	45
138.36363636363637	45
139.0909090909091	45
139.8181818181818	45
140.54545454545456	45
141.27272727272728	45
142.0	45
142.72727272727275	45
143.45454545454544	45
144.1818181818182	45
144.9090909090909	45
145.63636363636363	45
146.36363636363637	45
147.0909090909091	45
147.8181818181818	45
148.54545454545456	45
149.27272727272728	45
150.0	45
